Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45),N2X(46),O2X2(70),OH(D)(31)
0.0007482146194997112,0.05913344287745208,1.245835360636518e-07,0.938,0.0,0.0,0.024572221385936757,0.002639336850158177,0.051414313901822564,0.0004703459975750585,4.829833399070937e-13,0.0010554874214421064,2.3043861996176023e-15,9.552524016747203e-20,7.186743272024642e-07,2.0268441944673014e-08,0.013306207119942317,2.0824945367815989e-07,1.3947151628737607e-08,3.1575366401497343e-07,1.19337536663398e-06,4.092471762058525e-11,1.1873780035236648e-21,7.263933623868395e-14,5.2387330153256706e-08,4.6113755075358093e-07,5.541162824492447e-07,4.026728236231571e-16,3.637344961080529e-14
0.0007496199802617912,0.05913344287745208,1.24448763162019e-07,0.938,0.0,0.0,0.024564642637424552,0.002634569858270706,0.05141626872281149,0.0004709968053632521,4.832221631386945e-13,0.0010541854887750497,2.304929504151087e-15,9.565511483512588e-20,7.184799845207717e-07,2.027140793118797e-08,0.01331378648531529,2.0809715413071012e-07,1.394443491808997e-08,3.152669566703815e-07,1.1924465660952496e-06,4.084612419189271e-11,1.1870802582136051e-21,7.271552097212391e-14,5.2378836206634153e-08,4.61489177954252e-07,5.547099074174662e-07,4.0313168822093243e-16,3.63775915200623e-14
0.0007510253410238713,0.05913344287745208,1.2431433602366442e-07,0.938,0.0,0.0,0.024557084150198503,0.0026298144048613054,0.05141822072766733,0.00047164667648615934,4.83459508227298e-13,0.0010528854314104253,2.30546260642167e-15,9.578461057845156e-20,7.182861782794477e-07,2.027432560998805e-08,0.01332134558947674,2.079450014858507e-07,1.3941704842953481e-08,3.147813095711637e-07,1.1915186518624637e-06,4.0767760980560634e-11,1.1867789608792582e-21,7.279141712929266e-14,5.2370255957492565e-08,4.6183995439439723e-07,5.553024176804448e-07,4.035895864319027e-16,3.638167106088711e-14
0.0007524307017859513,0.05913344287745208,1.2418025317686737e-07,0.938,0.0,0.0,0.024549545848629586,0.002625070449812217,0.05142016992100105,0.00047229561247346465,4.836953800341038e-13,0.0010515872462797476,2.305985547415103e-15,9.591372780052272e-20,7.180929064344988e-07,2.027719519059798e-08,0.01332888450805246,2.077929956590687e-07,1.3938961491414544e-08,3.1429671935503175e-07,1.1905916234975555e-06,4.068962695934468e-11,1.1864741315824287e-21,7.286702530175849e-14,5.236158991945217e-08,4.621898832172741e-07,5.558938162346148e-07,4.0404652075113005e-16,3.638568850775573e-14
0.0007538360625480313,0.05913344287745208,1.2404651315877048e-07,0.938,0.0,0.0,0.02454202765747064,0.0026203379531998068,0.051422116307417144,0.0004729436148527436,4.839297834031971e-13,0.0010502909303188011,2.3064983679876456e-15,9.604246690670624e-20,7.17900166952404e-07,2.0280016881546862e-08,0.013336403316286442,2.0764113656437537e-07,1.3936204951003922e-08,3.1381318267450274e-07,1.1896654805531438e-06,4.061172110737335e-11,1.1861657902875081e-21,7.294234608095081e-14,5.2352838603008744e-08,4.625389675506001e-07,5.564841060655236e-07,4.045024936664544e-16,3.63896441338224e-14
0.0007566467840721913,0.05913344287745208,1.2378005580119634e-07,0.938,0.0,0.0,0.024527051307289282,0.002610907176554187,0.05142600067788223,0.0004742368248869369,4.843942041194131e-13,0.0010477038936706833,2.30749381064896e-15,9.629881240415642e-20,7.1751627699466e-07,2.0285517423634455e-08,0.013351380900809971,2.0733785822006198e-07,1.393065265094414e-08,3.128492566038737e-07,1.1878158490904876e-06,4.0456589859253594e-11,1.185538651076677e-21,7.309212782446033e-14,5.233508216140211e-08,4.632346151823284e-07,5.576613714455632e-07,4.0541156520070937e-16,3.6397371009606144e-14
0.0007594575055963513,0.05913344287745208,1.2351495242293103e-07,0.938,0.0,0.0,0.02451215450522262,0.002601521759372562,0.05142987387576918,0.00047552631876687296,4.848528087889592e-13,0.0010451242970383402,2.308449258674585e-15,9.65536503584657e-20,7.171344923449357e-07,2.0290828884791765e-08,0.013366278937454222,2.0703516573634024e-07,1.3925048632083174e-08,3.118895048724898e-07,1.1859697537141324e-06,4.0302359194868014e-11,1.1848977010309403e-21,7.32407670880172e-14,5.231699065496648e-08,4.639269220038021e-07,5.588342374887222e-07,4.063168207936362e-16,3.640485384733886e-14
0.0007622682271205113,0.05913344287745208,1.2325119163352734e-07,0.938,0.0,0.0,0.02449733666279077,0.002592181389130977,0.05143373593768015,0.00047681210863643737,4.853056355555487e-13,0.0010425521160633603,2.30936503427692e-15,9.680698409226561e-20,7.167547971051044e-07,2.029595289799793e-08,0.013381098014674554,2.0673305837442859e-07,1.3919393575141489e-08,3.109339012251469e-07,1.1841271905230418e-06,4.014902117160329e-11,1.1842430964086556e-21,7.33882685968956e-14,5.229856805740957e-08,4.646159124866133e-07,5.600027276918512e-07,4.0721828008962737e-16,3.641209478549422e-14
0.0007650789486446713,0.05913344287745208,1.2298876217800776e-07,0.938,0.0,0.0,0.02448259719739246,0.0025828857562970515,0.05143758690011223,0.000478094206605047,4.857527222958054e-13,0.0010399873264570825,2.3102414576194836e-15,9.705881696227443e-20,7.163771755381909e-07,2.0300891080839788e-08,0.01339583871504815,2.0643153537397782e-07,1.3913688152299058e-08,3.0998241963586495e-07,1.1822881554797866e-06,3.9996567944283654e-11,1.183574991952839e-21,7.353463707304294e-14,5.227981829449109e-08,4.653016108615923e-07,5.611668653815756e-07,4.0811596261952924e-16,3.6419095942138135e-14
0.0007678896701688312,0.05913344287745208,1.2272765293482772e-07,0.938,0.0,0.0,0.024467935532232355,0.002573634554293988,0.05144142679945681,0.0004793726247474322,4.861941066213763e-13,0.0010374299040010187,2.311078846824545e-15,9.730915235837672e-20,7.160016120663258e-07,2.0305645035681997e-08,0.013410501615346631,2.061305959537646e-07,1.3907933027403277e-08,3.0903503430515167e-07,1.180452644414345e-06,3.9844991763385006e-11,1.1828935409112506e-21,7.36798772347091e-14,5.2260745244724384e-08,4.6598404112294523e-07,5.623266737162999e-07,4.090098878002761e-16,3.642585941519002e-14
0.0007704193195405753,0.05913344287745208,1.2249377431146686e-07,0.938,0.0,0.0,0.024454806080689836,0.0025653462098181685,0.05144487327991899,0.0004805200647757949,4.865865078240527e-13,0.0010351345027443026,2.3117993842110195e-15,9.753317670251868e-20,7.156653518643606e-07,2.030976739232507e-08,0.013423632178633836,2.0586024877467565e-07,1.3902711461807357e-08,3.081858686657657e-07,1.178803693906325e-06,3.970931674607608e-11,1.1822689491108627e-21,7.380963256771403e-14,5.224330625772809e-08,4.6659545376402004e-07,5.633668186250693e-07,4.0981122388599664e-16,3.643174503933593e-14
0.0007729489689123193,0.05913344287745208,1.2226094823426913e-07,0.938,0.0,0.0,0.024441738772318908,0.0025570933889446125,0.05144831085505039,0.00048166454265034233,4.869743473735226e-13,0.0010328450317639156,2.3124887890305523e-15,9.77559933811861e-20,7.153307350921054e-07,2.0313742957053322e-08,0.013436700598845911,2.0559037304875207e-07,1.3897450641009009e-08,3.0733998178584083e-07,1.1771575911199087e-06,3.957434041794996e-11,1.1816337791472116e-21,7.393848121823651e-14,5.222561127445931e-08,4.672042556420754e-07,5.644034920273708e-07,4.106095461510933e-16,3.643744132442921e-14
0.0007754786182840633,0.05913344287745208,1.2202916686482028e-07,0.938,0.0,0.0,0.024428733198402254,0.002548875874172603,0.05145173955115831,0.00048280606710064444,4.873576521468801e-13,0.001030561473552017,2.313147288985841e-15,9.797760493141919e-20,7.1499775071566e-07,2.0317572867052412e-08,0.01344970728468369,2.0532096816557687e-07,1.3892151032061014e-08,3.0649735531829554e-07,1.1755143327551694e-06,3.94400573226573e-11,1.1809881396876709e-21,7.406642661691926e-14,5.220766302678053e-08,4.678104637671016e-07,5.654367104612693e-07,4.114048685168269e-16,3.644294975893574e-14
0.0007780082676558073,0.05913344287745208,1.2179842244729744e-07,0.938,0.0,0.0,0.024415788953851252,0.002540693449851012,0.051455159394479276,0.00048394464683301547,4.877364488527649e-13,0.0010282838106477716,2.31377511046077e-15,9.819801391003986e-20,7.146663878004931e-07,2.0321258249940662e-08,0.013462652641219548,2.050520335025728e-07,1.3886813096859325e-08,3.056579710584026e-07,1.173873915434777e-06,3.930646206280974e-11,1.1803321384583928e-21,7.419347219115337e-14,5.218946421717692e-08,4.6841409500112e-07,5.664664903581e-07,4.12197204830774e-16,3.644827181866285e-14
0.0007805379170275513,0.05913344287745208,1.215687073073887e-07,0.938,0.0,0.0,0.024402905637164927,0.002532545902157937,0.05145857041117872,0.0004850802905304121,4.881107640325766e-13,0.0010260120256375526,2.3143724785253185e-15,9.841722289319743e-20,7.143366355103522e-07,2.0324800223868648e-08,0.013475537069938431,2.0478356842533575e-07,1.3881437292124714e-08,3.048218109426946e-07,1.1722363357058628e-06,3.9173549299667844e-11,1.179665882244594e-21,7.43196213649132e-14,5.217101751907842e-08,4.690151660579537e-07,5.67492848042648e-07,4.1298656886824276e-16,3.6453408966927893e-14
0.0007830675663992953,0.05913344287745208,1.213400138511627e-07,0.938,0.0,0.0,0.02439008285038883,0.0025244330190802703,0.051461972627350715,0.0004862130068523308,4.884806240617187e-13,0.0010237461011551386,2.3149396169406197e-15,9.863523447594552e-20,7.140084831060805e-07,2.0328199897611467e-08,0.013488360968779046,2.0451557228795797e-07,1.3876024069551223e-08,3.0398885704731033e-07,1.170601590042166e-06,3.9041313751994176e-11,1.1789894769048954e-21,7.444487755858307e-14,5.215232557725644e-08,4.6961369350617173e-07,5.685157997344952e-07,4.137729743317573e-16,3.64583626546836e-14
0.0007855972157710393,0.05913344287745208,1.2111233456396907e-07,0.938,0.0,0.0,0.024377320199074858,0.002516354590393776,0.05146536606901766,0.0004873428044347133,4.888460551508419e-13,0.0010214860198818954,2.3154767481640624e-15,9.885205127180116e-20,7.136819199444982e-07,2.0331458370663906e-08,0.013501124732173932,2.0424804443337138e-07,1.387057387586833e-08,3.0315909158654025e-07,1.1689696748462349e-06,3.8909750195030515e-11,1.1783030273831985e-21,7.456924418876713e-14,5.213339100819228e-08,4.7020969377104305e-07,5.695353615489046e-07,4.145564348511272e-16,3.646313432061527e-14
0.0007881268651427834,0.05913344287745208,1.2088566200942873e-07,0.938,0.0,0.0,0.02436461729224229,0.0025083104076437097,0.05146875076213003,0.0004884696918898612,4.892070833470429e-13,0.0010192317645469425,2.315984093354372e-15,9.906767591229264e-20,7.133569354773688e-07,2.0334576733336863e-08,0.013513828751088497,2.0398098419367035e-07,1.3865087152837293e-08,3.023324969117942e-07,1.1673405864510216e-06,3.877885346031873e-11,1.1776066377073917e-21,7.469272466813845e-14,5.211421640038453e-08,4.708031831342065e-07,5.705515494970253e-07,4.153369639848815e-16,3.646772539131819e-14
0.0007906565145145274,0.05913344287745208,1.2065998882835818e-07,0.938,0.0,0.0,0.02435197374233922,0.002500300264125656,0.051472126732566244,0.0004895936778063513,4.895637345350534e-13,0.001016983317927319,2.3164618723767174e-15,9.928211104654151e-20,7.130335192502913e-07,2.03375560668429e-08,0.013526473413059584,2.0371439089040056e-07,1.385956433738622e-08,3.015090555100024e-07,1.1657143211219891e-06,3.864861843459062e-11,1.1769004110033973e-21,7.481532240526546e-14,5.2094804314724285e-08,4.7139417773661955e-07,5.715643794872276e-07,4.1611457521968695e-16,3.647213728140615e-14
0.0007931861638862714,0.05913344287745208,1.204353077377171e-07,0.938,0.0,0.0,0.024339389165204055,0.0024923239548664236,0.051475494006132265,0.000490714770748952,4.89916034438435e-13,0.0010147406628481345,2.3169103038078986e-15,9.94953593408449e-20,7.127116609016253e-07,2.0340397443388505e-08,0.013539059102233904,2.0344826383488174e-07,1.385400586166222e-08,3.006887500022027e-07,1.1640908750592015e-06,3.851904005867202e-11,1.1761844495085163e-21,7.493704080443091e-14,5.207515728484978e-08,4.7198269358051477e-07,5.725738673259568e-07,4.1688928197038994e-16,3.647637139360159e-14
0.0007957158132580154,0.05913344287745208,1.2021161152965495e-07,0.938,0.0,0.0,0.024326863180027587,0.002484381276605169,0.051478852608561505,0.000491832979258553,4.902640086207547e-13,0.0010125037821827202,2.3173296049415768e-15,9.970742347825054e-20,7.123913501614893e-07,2.0343101926268705e-08,0.013551586199406017,2.031826023285186e-07,1.3848412153041804e-08,2.9987156314256205e-07,1.1624702443987197e-06,3.839011332746568e-11,1.175458854568016e-21,7.505788326550051e-14,5.2055277817440975e-08,4.725687465289131e-07,5.735800287179382e-07,4.1766109758153436e-16,3.648042911891608e-14
0.0007982454626297594,0.05913344287745208,1.199888930704801e-07,0.938,0.0,0.0,0.02431439540931577,0.002476472027774887,0.05148220256551456,0.0004929483118520895,4.906076824867578e-13,0.0010102726588527616,2.3177199917935413e-15,9.991830615816087e-20,7.1207257685069e-07,2.034567056994954e-08,0.013564055082055557,2.0291740566305938e-07,1.384278363425209e-08,2.990574778168206e-07,1.1608524252146175e-06,3.826183328889063e-11,1.1747237266487823e-21,7.517785318376336e-14,5.2035168392579875e-08,4.7315235230852607e-07,5.745828792674686e-07,4.184300353267874e-16,3.6484311836749476e-14
0.0008007751120015034,0.05913344287745208,1.1976714529965526e-07,0.938,0.0,0.0,0.024301985478853046,0.0024685960084841856,0.05148554390257905,0.0004940607770224751,4.909470812835325e-13,0.0010080472758284293,2.3180816791069847e-15,1.0012801009593232e-19,7.117553308796941e-07,2.0348104420156894e-08,0.013576466124383848,2.0265267312089893e-07,1.3837120723415831e-08,2.9824647704091634e-07,1.159237413520963e-06,3.813419504265688e-11,1.1739791653550318e-21,7.529695394976168e-14,5.201483146409116e-08,4.7373352651173673e-07,5.755824344792392e-07,4.1919610840893535e-16,3.648802091497767e-14
0.0008033047613732475,0.05913344287745208,1.1954636122889976e-07,0.938,0.0,0.0,0.02428963301766613,0.0024607530204992594,0.05148887664526942,0.0004951703832385423,4.912822301016458e-13,0.0010058276161284995,2.318414880357817e-15,1.0033653802246572e-19,7.114396022476816e-07,2.0350404513967304e-08,0.013588819697350181,2.0238840397537655e-07,1.3831423834073676e-08,2.9743854396007077e-07,1.1576252052730705e-06,3.8007193740442087e-11,1.1732252694221354e-21,7.541518894916607e-14,5.199426945982092e-08,4.743122845959849e-07,5.765787097585729e-07,4.199593299614392e-16,3.649155771012674e-14
0.0008058344107449915,0.05913344287745208,1.193265339412032e-07,0.938,0.0,0.0,0.024277337657988143,0.0024529428672260493,0.0514922008190268,0.0004962771389449804,4.916131538762853e-13,0.0010036136628204673,2.318719807760023e-15,1.0054389268382905e-19,7.111253810415088e-07,2.0352571879887535e-08,0.013601116168707626,2.0212459749100998e-07,1.3825693375291022e-08,2.9663366184727046e-07,1.1560157963694122e-06,3.788082458491336e-11,1.172462136729347e-21,7.553256156262708e-14,5.1973484781983147e-08,4.748886418866322e-07,5.77571720412668e-07,4.2071971304785627e-16,3.649492356746463e-14
0.0008083640601167355,0.05913344287745208,1.1910765658986488e-07,0.938,0.0,0.0,0.0242650990352233,0.002445165353692657,0.05149551644921881,0.0004973810525622776,4.919398773883982e-13,0.001001405399020653,2.318996672271046e-15,1.0075007684087717e-19,7.108126574347172e-07,2.035460753794135e-08,0.013613355903038374,2.0186125292377863e-07,1.3819929751699274e-08,2.958318141019273e-07,1.1544091826534819e-06,3.775508282829262e-11,1.1716898643191769e-21,7.564907516562085e-14,5.1952479807489325e-08,4.7546261357895305e-07,5.78561481651379e-07,4.2147727066181756e-16,3.649811982109205e-14
0.0008108937094884795,0.05913344287745208,1.1888972239764343e-07,0.938,0.0,0.0,0.024252916787912082,0.0024374202865320234,0.05149882356113946,0.000498482132486675,4.922624252658003e-13,0.000999202807894301,2.3192456835971942e-15,1.0095509326886329e-19,7.105014216866311e-07,2.0356512499756402e-08,0.01362553926178853,2.01598369521408e-07,1.3814133363527221e-08,2.9503298424902053e-07,1.1528053599149388e-06,3.7629963772757817e-11,1.1709085483878633e-21,7.576473312833291e-14,5.1931256888211096e-08,4.7603421473738416e-07,5.795480085874859e-07,4.222320157286322e-16,3.650114779410569e-14
0.0008134233588602235,0.05913344287745208,1.1867272465581558e-07,0.938,0.0,0.0,0.02424079055769697,0.0024297074739648367,0.05150212218000894,0.0004995803870901136,4.925808219842909e-13,0.0009970058726556693,2.3194670501990682e-15,1.0115894475707646e-19,7.101916641413594e-07,2.035828776864115e-08,0.01363766660330244,2.013359465235819e-07,1.3808304606694033e-08,2.942371559376197e-07,1.1512043238914062e-06,3.7505462769610224e-11,1.1701182842962161e-21,7.587953881551814e-14,5.1909818351313924e-08,4.766034602983605e-07,5.805313162378918e-07,4.229839611046942e-16,3.650400879868453e-14
0.0008159530082319675,0.05913344287745208,1.1845665672325976e-07,0.938,0.0,0.0,0.024228719989288442,0.0024220267257826305,0.05150541233097358,0.0005006758247201905,4.928950918687558e-13,0.0009948145765681145,2.319660979297013e-15,1.013616341084767e-19,7.09883375226844e-07,2.0359934339669136e-08,0.013649738282856596,2.0107398316220716e-07,1.3802443872849311e-08,2.9344431293957716e-07,1.149606070270226e-06,3.738157521752029e-11,1.1693191665943818e-21,7.599349558635965e-14,5.1888166499575606e-08,4.7717036507233e-07,5.815114195243675e-07,4.2373311957742513e-16,3.650670413618469e-14
0.0008184826576037115,0.05913344287745208,1.1824151202564769e-07,0.938,0.0,0.0,0.0242167047304316,0.0024143778533311194,0.05150869403910568,0.0005017684537001201,4.93205259094252e-13,0.0009926289029441706,2.3198276768766083e-15,1.015631641393272e-19,7.095765454539967e-07,2.036145319976198e-08,0.013661754652693097,2.0081247866168522e-07,1.3796551549410293e-08,2.9265443914872604e-07,1.1480105946895112e-06,3.725829656317828e-11,1.1685112890084473e-21,7.610660679436001e-14,5.1866303611633104e-08,4.777349437428642e-07,5.824883332738519e-07,4.244795038669317e-16,3.650923509728931e-14
0.0008207593420382812,0.05913344287745208,1.1804866578310553e-07,0.938,0.0,0.0,0.024205937998407718,0.002407520967191144,0.05151164037846529,0.0005027494252456363,4.934809216845869e-13,0.0009906665901365016,2.319954591006447e-15,1.0174355228611116e-19,7.093016384479281e-07,2.036271179017659e-08,0.013672522384446327,2.0057751629031335e-07,1.3791221766067076e-08,2.919460781945111e-07,1.1465770382480306e-06,3.714786265680201e-11,1.1677767862861083e-21,7.620768669232119e-14,5.184644844062611e-08,4.782410877639128e-07,5.833648407732308e-07,4.2514888825924324e-16,3.6511373478679995e-14
0.0008230360264728508,0.05913344287745208,1.1785655738861275e-07,0.938,0.0,0.0,0.024195215531638975,0.002400689613455387,0.05151457991755234,0.000503728134539749,4.937532979972483e-13,0.0009887088059516542,2.3200597618943593e-15,1.019230057460026e-19,7.090278989242659e-07,2.0363868435738587e-08,0.013683245850790655,2.0034292438652077e-07,1.37858669822013e-08,2.9124009777734976e-07,1.1451457252019803e-06,3.7037915053726066e-11,1.1670353305133396e-21,7.630808683244655e-14,5.1826425784469496e-08,4.787453699652686e-07,5.842387873588948e-07,4.2581604498862256e-16,3.651338067811945e-14
0.0008253127109074204,0.05913344287745208,1.1766518218479015e-07,0.938,0.0,0.0,0.024184537079505974,0.0023938836577589223,0.05151751267449032,0.0005047045875992756,4.940224053488585e-13,0.0009867555383269039,2.3201433371603453e-15,1.0210152659831096e-19,7.087553201341626e-07,2.036492383928712e-08,0.013693925302336547,2.0010870237018359e-07,1.3780487471691796e-08,2.905364864041891e-07,1.143716652275491e-06,3.692845053090185e-11,1.1662869883497818e-21,7.640780964713817e-14,5.180623725534291e-08,4.792478007954427e-07,5.851101836461578e-07,4.264809831878739e-16,3.6515257614725995e-14
0.0008273617268985331,0.05913344287745208,1.1749356756365826e-07,0.938,0.0,0.0,0.02417496389950247,0.002387779902692486,0.05152014637193687,0.0005055814712322179,4.942618212387221e-13,0.0009850014491797926,2.3202002120091227e-15,1.0226139971079891e-19,7.085109861143865e-07,2.0365787717300233e-08,0.013703499381665233,1.998982183262463e-07,1.3775624995191882e-08,2.899052522639907e-07,1.1424323992133023e-06,3.683034285433663e-11,1.1656076472111085e-21,7.649698307425103e-14,5.178792707803254e-08,4.7969841419229e-07,5.858922685246329e-07,4.2707753823673453e-16,3.651683623715866e-14
0.0008294107428896458,0.05913344287745208,1.1732253975146551e-07,0.938,0.0,0.0,0.02416542598987681,0.0023816965154173247,0.05152277460362657,0.0005064565365393352,4.944986157086332e-13,0.000983250999953774,2.3202398198265362e-15,1.0242052062853576e-19,7.08267582017738e-07,2.036657065954301e-08,0.013713038190470766,1.9968803298870902e-07,1.3770742905783216e-08,2.892759195319909e-07,1.1411499555434936e-06,3.6732621577966306e-11,1.1649228295421158e-21,7.658561160224897e-14,5.1769484991355345e-08,4.80147543883912e-07,5.86672303865083e-07,4.276723102341371e-16,3.6518310746277184e-14
0.0008314597588807585,0.05913344287745208,1.1715209543870714e-07,0.938,0.0,0.0,0.024155923171860955,0.0023756333999987327,0.05152539738267006,0.0005073297878734451,4.947328011848935e-13,0.000981504181922528,2.3202622665792533e-15,1.0257889088331079e-19,7.080251030317292e-07,2.0367273167762052e-08,0.013722541907514901,1.994781459258279e-07,1.3765841397704413e-08,2.8864847998845295e-07,1.1398693188200623e-06,3.6635284413535196e-11,1.1642325828651577e-21,7.667369699585753e-14,5.1750912139522205e-08,4.805951973243806e-07,5.87450297281787e-07,4.2826530574697936e-16,3.651968179820601e-14
0.0008335087748718712,0.05913344287745208,1.1698223134237892e-07,0.938,0.0,0.0,0.024146455267906437,0.0023695904611277835,0.05152801472214583,0.0005082012295767892,4.949643900321897e-13,0.000979760986381053,2.3202676577174927e-15,1.0273651201171796e-19,7.077835443771873e-07,2.0367895740403024e-08,0.0137320107103399,1.9926855670322503e-07,1.3760920663514884e-08,2.8802292546302625e-07,1.1385904865796183e-06,3.653832909105742e-11,1.1635369543790955e-21,7.67612410170434e-14,5.173220965711704e-08,4.810413819168096e-07,5.882262563501765e-07,4.288565313139567e-16,3.652095004475762e-14
0.0008353528892638725,0.05913344287745208,1.168298470484555e-07,0.938,0.0,0.0,0.024137963860100375,0.002364168988819418,0.05153036568762724,0.0005089839834558273,4.951706100470375e-13,0.0009781952004449816,2.3202580139315115e-15,1.0287773179802009e-19,7.075669245481157e-07,2.0368388120187462e-08,0.013740502926989398,1.9908018069523617e-07,1.3756475722234177e-08,2.8746153136724617e-07,1.1374410783465953e-06,3.645139391457017e-11,1.1629063260393838e-21,7.683956921670005e-14,5.171526751887763e-08,4.814416982633083e-07,5.889228863740057e-07,4.293871264018354e-16,3.6522004103326974e-14
0.0008371970036558739,0.05913344287745208,1.1667792773528787e-07,0.938,0.0,0.0,0.024129500462112447,0.0023587637142074847,0.05153271226711547,0.0005097652781931675,4.953747456859956e-13,0.000976632335375955,2.3202347162454463e-15,1.0301834716712568e-19,7.073510429054241e-07,2.036881651201498e-08,0.013748967133683551,1.988920452637248e-07,1.3752015500484456e-08,2.869016516702686e-07,1.1362931279165002e-06,3.6364764578057634e-11,1.1622714103398736e-21,7.69174616101285e-14,5.16982221049427e-08,4.818408361254225e-07,5.896178801490435e-07,4.299162978337393e-16,3.652297588319735e-14
0.0008390411180478753,0.05913344287745208,1.1652647106352585e-07,0.938,0.0,0.0,0.0241210649470017,0.002353374569090976,0.05153505447007812,0.0005105451169323036,4.955768058363266e-13,0.0009750723848723569,2.320197840467305e-15,1.0315835924875119e-19,7.071358960331208e-07,2.036918127250039e-08,0.013757403457358932,1.987041500868441e-07,1.3747540135226978e-08,2.863432805168526e-07,1.1351466334592907e-06,3.627843946505342e-11,1.1616322410087443e-21,7.699491947592098e-14,5.168107422282421e-08,4.822388007966607e-07,5.903112431182348e-07,4.304440503177048e-16,3.6523865850706726e-14
0.0008408852324398767,0.05913344287745208,1.1637547471053968e-07,0.938,0.0,0.0,0.024112657188601314,0.002348001485666457,0.05153739230596162,0.0005113235028097755,4.957767993457509e-13,0.0009735153426465821,2.320147462071089e-15,1.0329776917549192e-19,7.069214805363492e-07,2.0369482756155484e-08,0.013765812024178039,1.9851649484118984e-07,1.3743049762364067e-08,2.857864120832238e-07,1.1340015931345885e-06,3.6192416971285865e-11,1.1609888515570774e-21,7.70719440907708e-14,5.1663824673944976e-08,4.826355975381385e-07,5.91002980699664e-07,4.309703885435463e-16,3.652467446944879e-14
0.0008427293468318781,0.05913344287745208,1.162249363702545e-07,0.938,0.0,0.0,0.024104277061512552,0.002342644396525056,0.05153972578419138,0.000512100438955168,4.95974735022654e-13,0.0009719612024250369,2.3200836561980345e-15,1.0343657808275857e-19,7.067077930412108e-07,2.036972131540703e-08,0.013774192959535322,1.9832907920184432e-07,1.3738544516750168e-08,2.8523104057677494e-07,1.1328580050920223e-06,3.6106695503510956e-11,1.160341275297294e-21,7.714853672945043e-14,5.1646474253711756e-08,4.830312315792641e-07,5.91693098286738e-07,4.3149531718264847e-16,3.6525402200289724e-14
0.0008445734612238794,0.05913344287745208,1.1607485375301229e-07,0.938,0.0,0.0,0.024095924441098843,0.002337303234649485,0.051542054914171714,0.0005128759284911081,4.961706216362904e-13,0.0009704099579481453,2.3200064976577152e-15,1.0357478710871378e-19,7.064948301946128e-07,2.036989730060976e-08,0.013782546388063133,1.9814190284242444e-07,1.3734024532199008e-08,2.846771602359469e-07,1.1317158674713653e-06,3.6021273481235075e-11,1.1596895453153182e-21,7.722469866479416e-14,5.162902375154794e-08,4.83425708117463e-07,5.923816012482865e-07,4.320188408883536e-16,3.6526049501388e-14
0.0008462331641766807,0.05913344287745208,1.1594016716139582e-07,0.938,0.0,0.0,0.024088430498531013,0.002332509751697196,0.05154414742115639,0.0005135726347976158,4.96345174855888e-13,0.0009690163086183769,2.3199257000046703e-15,1.0369866327641341e-19,7.063037804524727e-07,2.0370002474390166e-08,0.013790041057798139,1.9797364843236116e-07,1.372994405407974e-08,2.8417993813865626e-07,1.1306891821783311e-06,3.594464838929305e-11,1.1590994640902582e-21,7.729287720567128e-14,5.161323337724014e-08,4.837797516073208e-07,5.929998778265168e-07,4.3248881483668934e-16,3.652656368145038e-14
0.0008477268968342018,0.05913344287745208,1.1581926190455672e-07,0.938,0.0,0.0,0.024081704839945584,0.0023282065613908567,0.0515460276782028,0.0005141986726552872,4.965008649599098e-13,0.0009677640215887984,2.319843831002237e-15,1.0380973785846842e-19,7.061323332353531e-07,2.037005424508376e-08,0.013796767370721682,1.9782238475129157e-07,1.3726261587727133e-08,2.837334635528199e-07,1.1297661674776905e-06,3.587589116087904e-11,1.1585655568100341e-21,7.73539412536544e-14,5.1598953740096843e-08,4.840975957928796e-07,5.935552154460867e-07,4.3291082439643736e-16,3.652697133029486e-14
0.0008492206294917229,0.05913344287745208,1.1569865162957218e-07,0.938,0.0,0.0,0.024074997009351326,0.0023239137030740026,0.05154790509901471,0.0005148237669218014,4.966552261382406e-13,0.0009665136233735382,2.3197533332468537e-15,1.03920420890798e-19,7.059613555656138e-07,2.037006557716467e-08,0.01380347585554536,1.9767127747681213e-07,1.372256968572322e-08,2.8328795717704444e-07,1.1288441010604086e-06,3.5807327624893e-11,1.1580289824418074e-21,7.741472497386151e-14,5.1584609823496714e-08,4.844146896793868e-07,5.941095031759573e-07,4.333319203936554e-16,3.6527327015030695e-14
0.000850714362149244,0.05913344287745208,1.1557833515049552e-07,0.938,0.0,0.0,0.024068306941949627,0.0023196311418702984,0.05154977968854943,0.0005154479192432791,4.968082629769391e-13,0.0009652651106729322,2.31965424586335e-15,1.0403071298328772e-19,7.05790845700527e-07,2.0370036652908644e-08,0.013810166577065611,1.97520326432798e-07,1.371886841722722e-08,2.8284341600800045e-07,1.1279229819200716e-06,3.573895696287065e-11,1.157489758180069e-21,7.747522903892157e-14,5.157020203572323e-08,4.847310359691766e-07,5.946627438227638e-07,4.337521052665722e-16,3.652763097402909e-14
